Run	Short	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	BREED	Bytes	Center Name	Consent	Cultivar	DATASTORE filetype	DATASTORE provider	DATASTORE region	dev_stage	Ecotype	Experiment	Instrument	isolate	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	create_date	version	Sample Name	sex	specimen	SRA Study	strain	tissue	sub_species
SRR9688515	Intloo	RNA-Seq	126	1256508036	PRJNA552202	SAMN12246791	Model organism or animal	not applicable	668013513	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447955	Illumina HiSeq 2500	not applicable	Intloo_MUH7_LVB8_LP_M	SINGLE	unspecified	TRANSCRIPTOMIC	Interochromis loocki	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Intloo_MUH7_LVB8_LP_M	male	Intloo_MUH7_LVB8_LP_M	SRP214209	not applicable	lpj	
SRR9688516	Intloo	RNA-Seq	126	1262451456	PRJNA552202	SAMN12246790	Model organism or animal	not applicable	687836366	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447954	Illumina HiSeq 2500	not applicable	Intloo_MUH7_LVB7_GI_M	SINGLE	unspecified	TRANSCRIPTOMIC	Interochromis loocki	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:32:00Z	1	Intloo_MUH7_LVB7_GI_M	male	Intloo_MUH7_LVB7_GI_M	SRP214209	not applicable	gills	
SRR9688517	Hapmic	RNA-Seq	126	2405366964	PRJNA552202	SAMN12246748	Model organism or animal	not applicable	1286299623	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447953	Illumina HiSeq 2500	not applicable	Hapmic_IQB7_JIG8_BR_M	SINGLE	unspecified	TRANSCRIPTOMIC	Haplotaxodon microlepis	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:36:00Z	1	Hapmic_IQB7_JIG8_BR_M	male	Hapmic_IQB7_JIG8_BR_M	SRP214209	not applicable	brain	
SRR9688518	Gnapfe	RNA-Seq	126	1250093628	PRJNA552202	SAMN12246728	Model organism or animal	not applicable	655374936	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447952	Illumina HiSeq 2500	not applicable	Gnapfe_MUD3_LZC1_LP_M	SINGLE	unspecified	TRANSCRIPTOMIC	Gnathochromis pfefferi	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Gnapfe_MUD3_LZC1_LP_M	male	Gnapfe_MUD3_LZC1_LP_M	SRP214209	not applicable	lpj	
SRR9688519	Julreg	RNA-Seq	126	1170611064	PRJNA552202	SAMN12246875	Model organism or animal	not applicable	630508307	UNIVERSITY OF BASEL	public	not applicable	"run.zq,sra,fastq"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447951	Illumina HiSeq 2500	not applicable	Julreg_MOG2_NVE3_LP_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis sp. 'regani south' AB-2019	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Julreg_MOG2_NVE3_LP_F	female	Julreg_MOG2_NVE3_LP_F	SRP214209	not applicable	lpj	
SRR9688520	Julreg	RNA-Seq	126	1163587068	PRJNA552202	SAMN12246874	Model organism or animal	not applicable	601935393	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447950	Illumina HiSeq 2500	not applicable	Julreg_MOG2_NVE2_GI_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis sp. 'regani south' AB-2019	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Julreg_MOG2_NVE2_GI_F	female	Julreg_MOG2_NVE2_GI_F	SRP214209	not applicable	gills	
SRR9688521	Julreg	RNA-Seq	126	1375484418	PRJNA552202	SAMN12246867	Model organism or animal	not applicable	727614964	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447949	Illumina HiSeq 2500	not applicable	Julreg_MOF9_NVB7_VE_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis sp. 'regani south' AB-2019	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Julreg_MOF9_NVB7_VE_F	female	Julreg_MOF9_NVB7_VE_F	SRP214209	not applicable	liver	
SRR9688522	Julreg	RNA-Seq	126	1424505222	PRJNA552202	SAMN12246866	Model organism or animal	not applicable	807617368	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447948	Illumina HiSeq 2500	not applicable	Julreg_MOF8_NVB1_BR_M	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis sp. 'regani south' AB-2019	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:34:00Z	1	Julreg_MOF8_NVB1_BR_M	male	Julreg_MOF8_NVB1_BR_M	SRP214209	not applicable	brain	
SRR9688523	Julreg	RNA-Seq	126	1129168530	PRJNA552202	SAMN12246869	Model organism or animal	not applicable	639157948	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447947	Illumina HiSeq 2500	not applicable	Julreg_MOF9_NVB9_GI_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis sp. 'regani south' AB-2019	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Julreg_MOF9_NVB9_GI_F	female	Julreg_MOF9_NVB9_GI_F	SRP214209	not applicable	gills	
SRR9688524	Julreg	RNA-Seq	126	1423543716	PRJNA552202	SAMN12246868	Model organism or animal	not applicable	783629306	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447946	Illumina HiSeq 2500	not applicable	Julreg_MOF9_NVB8_AD_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis sp. 'regani south' AB-2019	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Julreg_MOF9_NVB8_AD_F	female	Julreg_MOF9_NVB8_AD_F	SRP214209	not applicable	gonads	
SRR9688525	Julreg	RNA-Seq	126	1497258126	PRJNA552202	SAMN12246871	Model organism or animal	not applicable	818158797	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447945	Illumina HiSeq 2500	not applicable	Julreg_MOF9_NVC2_BR_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis sp. 'regani south' AB-2019	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:35:00Z	1	Julreg_MOF9_NVC2_BR_F	female	Julreg_MOF9_NVC2_BR_F	SRP214209	not applicable	brain	
SRR9688526	Julreg	RNA-Seq	126	1369421928	PRJNA552202	SAMN12246870	Model organism or animal	not applicable	742868879	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447944	Illumina HiSeq 2500	not applicable	Julreg_MOF9_NVC1_LP_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis sp. 'regani south' AB-2019	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Julreg_MOF9_NVC1_LP_F	female	Julreg_MOF9_NVC1_LP_F	SRP214209	not applicable	lpj	
SRR9688527	Julreg	RNA-Seq	126	1469924946	PRJNA552202	SAMN12246873	Model organism or animal	not applicable	853510877	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447943	Illumina HiSeq 2500	not applicable	Julreg_MOG2_NVE1_AD_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis sp. 'regani south' AB-2019	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:35:00Z	1	Julreg_MOG2_NVE1_AD_F	female	Julreg_MOG2_NVE1_AD_F	SRP214209	not applicable	gonads	
SRR9688528	Julreg	RNA-Seq	126	1208125674	PRJNA552202	SAMN12246872	Model organism or animal	not applicable	671787787	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447942	Illumina HiSeq 2500	not applicable	Julreg_MOG2_NVD9_VE_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis sp. 'regani south' AB-2019	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:35:00Z	1	Julreg_MOG2_NVD9_VE_F	female	Julreg_MOG2_NVD9_VE_F	SRP214209	not applicable	liver	
SRR9688529	Julorn	RNA-Seq	126	1349703684	PRJNA552202	SAMN12246855	Model organism or animal	not applicable	712822497	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447941	Illumina HiSeq 2500	not applicable	Julorn_MUD4_LZC9_LP_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis ornatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:37:00Z	1	Julorn_MUD4_LZC9_LP_F	female	Julorn_MUD4_LZC9_LP_F	SRP214209	not applicable	lpj	
SRR9688530	Julorn	RNA-Seq	126	1175457276	PRJNA552202	SAMN12246854	Model organism or animal	not applicable	685604249	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447940	Illumina HiSeq 2500	not applicable	Julorn_MUD4_LZC8_GI_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis ornatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:35:00Z	1	Julorn_MUD4_LZC8_GI_F	female	Julorn_MUD4_LZC8_GI_F	SRP214209	not applicable	gills	
SRR9688531	Julorn	RNA-Seq	126	1345850478	PRJNA552202	SAMN12246849	Model organism or animal	not applicable	741436534	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447939	Illumina HiSeq 2500	not applicable	Julorn_MUB8_LXF1_GI_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis ornatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:35:00Z	1	Julorn_MUB8_LXF1_GI_F	female	Julorn_MUB8_LXF1_GI_F	SRP214209	not applicable	gills	
SRR9688532	Julorn	RNA-Seq	126	1151778726	PRJNA552202	SAMN12246848	Model organism or animal	not applicable	642219499	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447938	Illumina HiSeq 2500	not applicable	Julorn_MUB8_LXE9_VE_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis ornatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:36:00Z	1	Julorn_MUB8_LXE9_VE_F	female	Julorn_MUB8_LXE9_VE_F	SRP214209	not applicable	liver	
SRR9688533	Julorn	RNA-Seq	126	1349157726	PRJNA552202	SAMN12246847	Model organism or animal	not applicable	697351248	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447937	Illumina HiSeq 2500	not applicable	Julorn_MUB8_LXE8_AD_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis ornatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Julorn_MUB8_LXE8_AD_F	female	Julorn_MUB8_LXE8_AD_F	SRP214209	not applicable	gonads	
SRR9688534	Julorn	RNA-Seq	126	1343634768	PRJNA552202	SAMN12246846	Model organism or animal	not applicable	730990567	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447936	Illumina HiSeq 2500	not applicable	Julorn_LPA8_NAC2_BR_M	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis ornatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:32:00Z	1	Julorn_LPA8_NAC2_BR_M	male	Julorn_LPA8_NAC2_BR_M	SRP214209	not applicable	brain	
SRR9688535	Julorn	RNA-Seq	126	1189591578	PRJNA552202	SAMN12246853	Model organism or animal	not applicable	680391055	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447935	Illumina HiSeq 2500	not applicable	Julorn_MUD4_LZC7_VE_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis ornatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Julorn_MUD4_LZC7_VE_F	female	Julorn_MUD4_LZC7_VE_F	SRP214209	not applicable	liver	
SRR9688536	Julorn	RNA-Seq	126	1027559610	PRJNA552202	SAMN12246852	Model organism or animal	not applicable	487937292	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447934	Illumina HiSeq 2500	not applicable	Julorn_MUD4_LZC6_AD_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis ornatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Julorn_MUD4_LZC6_AD_F	female	Julorn_MUD4_LZC6_AD_F	SRP214209	not applicable	gonads	
SRR9688537	Julorn	RNA-Seq	126	1046606400	PRJNA552202	SAMN12246851	Model organism or animal	not applicable	526136819	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447933	Illumina HiSeq 2500	not applicable	Julorn_MUB8_LXF5_BR_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis ornatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:32:00Z	1	Julorn_MUB8_LXF5_BR_F	female	Julorn_MUB8_LXF5_BR_F	SRP214209	not applicable	brain	
SRR9688538	Julorn	RNA-Seq	126	1389166758	PRJNA552202	SAMN12246850	Model organism or animal	not applicable	780333649	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447932	Illumina HiSeq 2500	not applicable	Julorn_MUB8_LXF2_LP_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis ornatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:37:00Z	1	Julorn_MUB8_LXF2_LP_F	female	Julorn_MUB8_LXF2_LP_F	SRP214209	not applicable	lpj	
SRR9688539	Juldic	RNA-Seq	126	1206559494	PRJNA552202	SAMN12246800	Model organism or animal	not applicable	638195380	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447931	Illumina HiSeq 2500	not applicable	Juldic_MOG6_NVI6_GI_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis dickfeldi	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:34:00Z	1	Juldic_MOG6_NVI6_GI_F	female	Juldic_MOG6_NVI6_GI_F	SRP214209	not applicable	gills	
SRR9688540	Juldic	RNA-Seq	126	1671315786	PRJNA552202	SAMN12246801	Model organism or animal	not applicable	911172429	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447930	Illumina HiSeq 2500	not applicable	Juldic_MOG6_NVI7_LP_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis dickfeldi	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:35:00Z	1	Juldic_MOG6_NVI7_LP_F	female	Juldic_MOG6_NVI7_LP_F	SRP214209	not applicable	lpj	
SRR9688541	Juldic	RNA-Seq	126	1128560328	PRJNA552202	SAMN12246802	Model organism or animal	not applicable	619467786	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447929	Illumina HiSeq 2500	not applicable	Juldic_MOG7_NWA6_VE_M	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis dickfeldi	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:34:00Z	1	Juldic_MOG7_NWA6_VE_M	male	Juldic_MOG7_NWA6_VE_M	SRP214209	not applicable	liver	
SRR9688542	Juldic	RNA-Seq	126	1495007640	PRJNA552202	SAMN12246803	Model organism or animal	not applicable	827071308	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447928	Illumina HiSeq 2500	not applicable	Juldic_MOG7_NWA7_AD_M	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis dickfeldi	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Juldic_MOG7_NWA7_AD_M	male	Juldic_MOG7_NWA7_AD_M	SRP214209	not applicable	gonads	
SRR9688543	Intloo	RNA-Seq	126	1158335262	PRJNA552202	SAMN12246796	Model organism or animal	not applicable	594306322	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447927	Illumina HiSeq 2500	not applicable	Intloo_MUH8_LVC9_LP_F	SINGLE	unspecified	TRANSCRIPTOMIC	Interochromis loocki	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Intloo_MUH8_LVC9_LP_F	female	Intloo_MUH8_LVC9_LP_F	SRP214209	not applicable	lpj	
SRR9688544	Intloo	RNA-Seq	126	1300025286	PRJNA552202	SAMN12246797	Model organism or animal	not applicable	683936858	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447926	Illumina HiSeq 2500	not applicable	Intloo_MUH8_LVD3_BR_F	SINGLE	unspecified	TRANSCRIPTOMIC	Interochromis loocki	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Intloo_MUH8_LVD3_BR_F	female	Intloo_MUH8_LVD3_BR_F	SRP214209	not applicable	brain	
SRR9688545	Juldic	RNA-Seq	126	1269995958	PRJNA552202	SAMN12246798	Model organism or animal	not applicable	697347478	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447925	Illumina HiSeq 2500	not applicable	Juldic_MOG6_NVI4_VE_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis dickfeldi	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:34:00Z	1	Juldic_MOG6_NVI4_VE_F	female	Juldic_MOG6_NVI4_VE_F	SRP214209	not applicable	liver	
SRR9688546	Juldic	RNA-Seq	126	1199601522	PRJNA552202	SAMN12246799	Model organism or animal	not applicable	694742363	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447924	Illumina HiSeq 2500	not applicable	Juldic_MOG6_NVI5_AD_F	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis dickfeldi	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Juldic_MOG6_NVI5_AD_F	female	Juldic_MOG6_NVI5_AD_F	SRP214209	not applicable	gonads	
SRR9688547	Hapmic	RNA-Seq	126	1169988120	PRJNA552202	SAMN12246755	Model organism or animal	not applicable	566376088	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447923	Illumina HiSeq 2500	not applicable	Hapmic_LOC5_NJI5_AD_F	SINGLE	unspecified	TRANSCRIPTOMIC	Haplotaxodon microlepis	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Hapmic_LOC5_NJI5_AD_F	female	Hapmic_LOC5_NJI5_AD_F	SRP214209	not applicable	gonads	
SRR9688548	Juldic	RNA-Seq	126	1074829896	PRJNA552202	SAMN12246804	Model organism or animal	not applicable	607244422	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447922	Illumina HiSeq 2500	not applicable	Juldic_MOG7_NWA8_GI_M	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis dickfeldi	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Juldic_MOG7_NWA8_GI_M	male	Juldic_MOG7_NWA8_GI_M	SRP214209	not applicable	gills	
SRR9688549	Juldic	RNA-Seq	126	1301607846	PRJNA552202	SAMN12246805	Model organism or animal	not applicable	712103390	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447921	Illumina HiSeq 2500	not applicable	Juldic_MOG7_NWA9_LP_M	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis dickfeldi	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Juldic_MOG7_NWA9_LP_M	male	Juldic_MOG7_NWA9_LP_M	SRP214209	not applicable	lpj	
SRR9688550	Hapmic	RNA-Seq	126	1717172856	PRJNA552202	SAMN12246754	Model organism or animal	not applicable	1049703102	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447920	Illumina HiSeq 2500	not applicable	Hapmic_LOC5_NJI4_VE_F	SINGLE	unspecified	TRANSCRIPTOMIC	Haplotaxodon microlepis	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:36:00Z	1	Hapmic_LOC5_NJI4_VE_F	female	Hapmic_LOC5_NJI4_VE_F	SRP214209	not applicable	liver	
SRR9688551	Julorn	RNA-Seq	126	1154379492	PRJNA552202	SAMN12246842	Model organism or animal	not applicable	626729655	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447919	Illumina HiSeq 2500	not applicable	Julorn_LPA8_NAB6_VE_M	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis ornatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Julorn_LPA8_NAB6_VE_M	male	Julorn_LPA8_NAB6_VE_M	SRP214209	not applicable	liver	
SRR9688552	Julorn	RNA-Seq	126	1138124862	PRJNA552202	SAMN12246843	Model organism or animal	not applicable	678052534	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447918	Illumina HiSeq 2500	not applicable	Julorn_LPA8_NAB7_AD_M	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis ornatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:33:00Z	1	Julorn_LPA8_NAB7_AD_M	male	Julorn_LPA8_NAB7_AD_M	SRP214209	not applicable	gonads	
SRR9688553	Julorn	RNA-Seq	126	1447393500	PRJNA552202	SAMN12246840	Model organism or animal	not applicable	842948939	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447917	Illumina HiSeq 2500	not applicable	Julorn_ISC7_JNG3_LP_M	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis ornatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:34:00Z	1	Julorn_ISC7_JNG3_LP_M	male	Julorn_ISC7_JNG3_LP_M	SRP214209	not applicable	lpj	
SRR9688554	Julorn	RNA-Seq	126	2011204692	PRJNA552202	SAMN12246841	Model organism or animal	not applicable	1085722967	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447916	Illumina HiSeq 2500	not applicable	Julorn_ISC7_JNG4_BR_M	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis ornatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:36:00Z	1	Julorn_ISC7_JNG4_BR_M	male	Julorn_ISC7_JNG4_BR_M	SRP214209	not applicable	brain	
SRR9688555	Julorn	RNA-Seq	126	1429035174	PRJNA552202	SAMN12246838	Model organism or animal	not applicable	834789938	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447915	Illumina HiSeq 2500	not applicable	Julorn_ISC7_JNG1_AD_M	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis ornatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:34:00Z	1	Julorn_ISC7_JNG1_AD_M	male	Julorn_ISC7_JNG1_AD_M	SRP214209	not applicable	gonads	
SRR9688556	Julorn	RNA-Seq	126	1394308944	PRJNA552202	SAMN12246839	Model organism or animal	not applicable	798725775	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6447914	Illumina HiSeq 2500	not applicable	Julorn_ISC7_JNG2_GI_M	SINGLE	unspecified	TRANSCRIPTOMIC	Julidochromis ornatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T16:34:00Z	1	Julorn_ISC7_JNG2_GI_M	male	Julorn_ISC7_JNG2_GI_M	SRP214209	not applicable	gills	
